# Number of peaks = 8
# Fitting results:
# pktyp	 xm	 amp	 width	 area
# L	 47.31	 6020.0 	 0.07428	 697.9
# L	 47.44	 2970.0 	 0.0695	 321.9
# L	 56.13	 3130.0 	 0.0782	 383.5
# L	 56.28	 1670.0 	 0.07735	 202.3
# L	 69.13	 632.0 	 0.09931	 98.08
# L	 69.33	 340.0 	 0.09969	 52.96
# L	 76.37	 972.0 	 0.0974	 144.4
# L	 76.6	 553.0 	 0.09849	 82.74
# 
# 2theta	I	pksum	pk1	pk2	pk3	pk4	pk5	pk6	pk7	pk8
+4.7930E+01 +5.0833E+01 +3.6016E+01 +2.1275E+01 +1.4624E+01 +7.1240E-02 +3.5805E-02 +3.4667E-03 +1.8437E-03 +2.8496E-03 +1.6316E-03
+4.7960E+01 +6.0764E+01 +3.2495E+01 +1.9373E+01 +1.3005E+01 +7.1764E-02 +3.6064E-02 +3.4765E-03 +1.8489E-03 +2.8556E-03 +1.6350E-03
+4.7990E+01 +5.8997E+01 +2.9473E+01 +1.7715E+01 +1.1640E+01 +7.2294E-02 +3.6326E-02 +3.4864E-03 +1.8541E-03 +2.8616E-03 +1.6384E-03
+4.8020E+01 +4.5529E+01 +2.6859E+01 +1.6261E+01 +1.0479E+01 +7.2831E-02 +3.6590E-02 +3.4963E-03 +1.8593E-03 +2.8677E-03 +1.6419E-03
+4.8050E+01 +5.6360E+01 +2.4582E+01 +1.4979E+01 +9.4830E+00 +7.3373E-02 +3.6857E-02 +3.5063E-03 +1.8645E-03 +2.8738E-03 +1.6453E-03
+4.8080E+01 +3.7493E+01 +2.2586E+01 +1.3842E+01 +8.6226E+00 +7.3921E-02 +3.7127E-02 +3.5163E-03 +1.8698E-03 +2.8799E-03 +1.6488E-03
+4.8110E+01 +4.4726E+01 +2.0826E+01 +1.2830E+01 +7.8741E+00 +7.4475E-02 +3.7400E-02 +3.5263E-03 +1.8751E-03 +2.8860E-03 +1.6523E-03
+4.8140E+01 +3.7558E+01 +1.9267E+01 +1.1925E+01 +7.2190E+00 +7.5036E-02 +3.7676E-02 +3.5364E-03 +1.8804E-03 +2.8921E-03 +1.6558E-03
+4.8170E+01 +3.6689E+01 +1.7878E+01 +1.1113E+01 +6.6422E+00 +7.5603E-02 +3.7955E-02 +3.5465E-03 +1.8857E-03 +2.8983E-03 +1.6592E-03
+4.8200E+01 +4.7522E+01 +1.6637E+01 +1.0380E+01 +6.1319E+00 +7.6176E-02 +3.8238E-02 +3.5567E-03 +1.8911E-03 +2.9045E-03 +1.6628E-03
+4.8230E+01 +3.6754E+01 +1.5522E+01 +9.7181E+00 +5.6782E+00 +7.6756E-02 +3.8523E-02 +3.5669E-03 +1.8965E-03 +2.9107E-03 +1.6663E-03
+4.8260E+01 +4.3087E+01 +1.4516E+01 +9.1172E+00 +5.2730E+00 +7.7343E-02 +3.8812E-02 +3.5772E-03 +1.9019E-03 +2.9169E-03 +1.6698E-03
+4.8290E+01 +3.2320E+01 +1.3607E+01 +8.5703E+00 +4.9096E+00 +7.7936E-02 +3.9104E-02 +3.5875E-03 +1.9073E-03 +2.9231E-03 +1.6733E-03
+4.8320E+01 +4.7651E+01 +1.2782E+01 +8.0712E+00 +4.5826E+00 +7.8536E-02 +3.9399E-02 +3.5979E-03 +1.9127E-03 +2.9294E-03 +1.6769E-03
+4.8350E+01 +2.5183E+01 +1.2031E+01 +7.6145E+00 +4.2871E+00 +7.9143E-02 +3.9698E-02 +3.6083E-03 +1.9182E-03 +2.9356E-03 +1.6805E-03
+4.8380E+01 +3.4216E+01 +1.1345E+01 +7.1954E+00 +4.0193E+00 +7.9757E-02 +4.0000E-02 +3.6187E-03 +1.9237E-03 +2.9419E-03 +1.6840E-03
+4.8410E+01 +2.4347E+01 +1.0717E+01 +6.8100E+00 +3.7759E+00 +8.0379E-02 +4.0305E-02 +3.6292E-03 +1.9292E-03 +2.9483E-03 +1.6876E-03
+4.8440E+01 +2.5280E+01 +1.0140E+01 +6.4547E+00 +3.5538E+00 +8.1008E-02 +4.0614E-02 +3.6397E-03 +1.9348E-03 +2.9546E-03 +1.6912E-03
+4.8470E+01 +2.3511E+01 +9.6102E+00 +6.1265E+00 +3.3509E+00 +8.1644E-02 +4.0927E-02 +3.6503E-03 +1.9403E-03 +2.9609E-03 +1.6948E-03
+4.8500E+01 +2.7144E+01 +9.1213E+00 +5.8227E+00 +3.1648E+00 +8.2287E-02 +4.1243E-02 +3.6609E-03 +1.9459E-03 +2.9673E-03 +1.6984E-03
+4.8530E+01 +2.4476E+01 +8.6695E+00 +5.5410E+00 +2.9937E+00 +8.2938E-02 +4.1562E-02 +3.6716E-03 +1.9516E-03 +2.9737E-03 +1.7021E-03
+4.8560E+01 +2.9909E+01 +8.2512E+00 +5.2792E+00 +2.8362E+00 +8.3598E-02 +4.1886E-02 +3.6823E-03 +1.9572E-03 +2.9801E-03 +1.7057E-03
+4.8590E+01 +2.8141E+01 +7.8632E+00 +5.0355E+00 +2.6908E+00 +8.4264E-02 +4.2213E-02 +3.6931E-03 +1.9629E-03 +2.9866E-03 +1.7094E-03
+4.8620E+01 +2.9972E+01 +7.5025E+00 +4.8083E+00 +2.5563E+00 +8.4939E-02 +4.2545E-02 +3.7039E-03 +1.9685E-03 +2.9930E-03 +1.7131E-03
+4.8650E+01 +3.3605E+01 +7.1667E+00 +4.5962E+00 +2.4316E+00 +8.5622E-02 +4.2880E-02 +3.7147E-03 +1.9743E-03 +2.9995E-03 +1.7167E-03
+4.8680E+01 +2.9138E+01 +6.8536E+00 +4.3978E+00 +2.3159E+00 +8.6314E-02 +4.3219E-02 +3.7256E-03 +1.9800E-03 +3.0060E-03 +1.7204E-03
+4.8710E+01 +2.1070E+01 +6.5611E+00 +4.2119E+00 +2.2082E+00 +8.7013E-02 +4.3562E-02 +3.7366E-03 +1.9858E-03 +3.0125E-03 +1.7241E-03
+4.8740E+01 +2.4703E+01 +6.2875E+00 +4.0376E+00 +2.1078E+00 +8.7722E-02 +4.3909E-02 +3.7476E-03 +1.9916E-03 +3.0191E-03 +1.7278E-03
+4.8770E+01 +2.4734E+01 +6.0312E+00 +3.8739E+00 +2.0141E+00 +8.8439E-02 +4.4261E-02 +3.7587E-03 +1.9974E-03 +3.0257E-03 +1.7316E-03
+4.8800E+01 +1.2166E+01 +5.7908E+00 +3.7200E+00 +1.9266E+00 +8.9164E-02 +4.4616E-02 +3.7698E-03 +2.0032E-03 +3.0322E-03 +1.7353E-03
+4.8830E+01 +3.6498E+01 +5.5650E+00 +3.5750E+00 +1.8446E+00 +8.9899E-02 +4.4976E-02 +3.7809E-03 +2.0091E-03 +3.0388E-03 +1.7391E-03
+4.8860E+01 +1.0430E+01 +5.3526E+00 +3.4383E+00 +1.7677E+00 +9.0643E-02 +4.5340E-02 +3.7921E-03 +2.0150E-03 +3.0455E-03 +1.7428E-03
+4.8890E+01 +1.4963E+01 +5.1527E+00 +3.3094E+00 +1.6956E+00 +9.1396E-02 +4.5709E-02 +3.8034E-03 +2.0209E-03 +3.0521E-03 +1.7466E-03
+4.8920E+01 +2.3994E+01 +4.9642E+00 +3.1875E+00 +1.6277E+00 +9.2159E-02 +4.6083E-02 +3.8147E-03 +2.0268E-03 +3.0588E-03 +1.7504E-03
+4.8950E+01 +2.3127E+01 +4.7863E+00 +3.0723E+00 +1.5639E+00 +9.2931E-02 +4.6460E-02 +3.8260E-03 +2.0328E-03 +3.0655E-03 +1.7542E-03
+4.8980E+01 +1.4159E+01 +4.6182E+00 +2.9632E+00 +1.5038E+00 +9.3713E-02 +4.6843E-02 +3.8374E-03 +2.0388E-03 +3.0722E-03 +1.7580E-03
+4.9010E+01 +1.4192E+01 +4.4593E+00 +2.8598E+00 +1.4470E+00 +9.4505E-02 +4.7230E-02 +3.8489E-03 +2.0448E-03 +3.0790E-03 +1.7618E-03
+4.9040E+01 +1.9623E+01 +4.3089E+00 +2.7617E+00 +1.3934E+00 +9.5307E-02 +4.7622E-02 +3.8604E-03 +2.0509E-03 +3.0857E-03 +1.7657E-03
+4.9070E+01 +2.0556E+01 +4.1663E+00 +2.6686E+00 +1.3427E+00 +9.6119E-02 +4.8019E-02 +3.8719E-03 +2.0569E-03 +3.0925E-03 +1.7695E-03
+4.9100E+01 +2.1488E+01 +4.0311E+00 +2.5801E+00 +1.2948E+00 +9.6941E-02 +4.8421E-02 +3.8835E-03 +2.0630E-03 +3.0993E-03 +1.7734E-03
+4.9130E+01 +2.0621E+01 +3.9028E+00 +2.4960E+00 +1.2494E+00 +9.7774E-02 +4.8828E-02 +3.8952E-03 +2.0692E-03 +3.1061E-03 +1.7773E-03
+4.9160E+01 +2.0653E+01 +3.7809E+00 +2.4159E+00 +1.2063E+00 +9.8618E-02 +4.9241E-02 +3.9069E-03 +2.0753E-03 +3.1130E-03 +1.7811E-03
+4.9190E+01 +9.8860E+00 +3.6650E+00 +2.3396E+00 +1.1654E+00 +9.9473E-02 +4.9658E-02 +3.9187E-03 +2.0815E-03 +3.1199E-03 +1.7850E-03
+4.9220E+01 +1.2617E+01 +3.5547E+00 +2.2668E+00 +1.1265E+00 +1.0034E-01 +5.0081E-02 +3.9305E-03 +2.0877E-03 +3.1268E-03 +1.7890E-03
+4.9250E+01 +2.1650E+01 +3.4497E+00 +2.1974E+00 +1.0896E+00 +1.0122E-01 +5.0509E-02 +3.9423E-03 +2.0940E-03 +3.1337E-03 +1.7929E-03
+4.9280E+01 +2.6181E+01 +3.3496E+00 +2.1311E+00 +1.0544E+00 +1.0211E-01 +5.0943E-02 +3.9543E-03 +2.1002E-03 +3.1406E-03 +1.7968E-03
+4.9310E+01 +1.4514E+01 +3.2542E+00 +2.0678E+00 +1.0210E+00 +1.0301E-01 +5.1382E-02 +3.9663E-03 +2.1065E-03 +3.1476E-03 +1.8008E-03
+4.9340E+01 +2.9846E+01 +3.1631E+00 +2.0073E+00 +9.8905E-01 +1.0392E-01 +5.1827E-02 +3.9783E-03 +2.1129E-03 +3.1546E-03 +1.8047E-03
+4.9370E+01 +1.1879E+01 +3.0762E+00 +1.9494E+00 +9.5861E-01 +1.0484E-01 +5.2278E-02 +3.9904E-03 +2.1192E-03 +3.1616E-03 +1.8087E-03
+4.9400E+01 +3.5310E+01 +2.9931E+00 +1.8939E+00 +9.2956E-01 +1.0578E-01 +5.2735E-02 +4.0025E-03 +2.1256E-03 +3.1686E-03 +1.8127E-03
+4.9430E+01 +2.0944E+01 +2.9137E+00 +1.8408E+00 +9.0181E-01 +1.0673E-01 +5.3198E-02 +4.0147E-03 +2.1320E-03 +3.1757E-03 +1.8167E-03
+4.9460E+01 +1.9175E+01 +2.8377E+00 +1.7899E+00 +8.7528E-01 +1.0769E-01 +5.3666E-02 +4.0270E-03 +2.1385E-03 +3.1828E-03 +1.8207E-03
+4.9490E+01 +1.2906E+01 +2.7650E+00 +1.7411E+00 +8.4991E-01 +1.0867E-01 +5.4142E-02 +4.0393E-03 +2.1449E-03 +3.1899E-03 +1.8248E-03
+4.9520E+01 +1.0239E+01 +2.6953E+00 +1.6942E+00 +8.2562E-01 +1.0966E-01 +5.4623E-02 +4.0517E-03 +2.1514E-03 +3.1970E-03 +1.8288E-03
+4.9550E+01 +1.7471E+01 +2.6286E+00 +1.6492E+00 +8.0236E-01 +1.1066E-01 +5.5111E-02 +4.0641E-03 +2.1580E-03 +3.2042E-03 +1.8329E-03
+4.9580E+01 +8.5040E+00 +2.5646E+00 +1.6060E+00 +7.8007E-01 +1.1168E-01 +5.5605E-02 +4.0766E-03 +2.1645E-03 +3.2114E-03 +1.8369E-03
+4.9610E+01 +1.9337E+01 +2.5033E+00 +1.5644E+00 +7.5870E-01 +1.1271E-01 +5.6106E-02 +4.0891E-03 +2.1711E-03 +3.2186E-03 +1.8410E-03
+4.9640E+01 +2.5668E+01 +2.4444E+00 +1.5245E+00 +7.3819E-01 +1.1375E-01 +5.6614E-02 +4.1017E-03 +2.1777E-03 +3.2258E-03 +1.8451E-03
+4.9670E+01 +2.6600E+01 +2.3879E+00 +1.4861E+00 +7.1850E-01 +1.1481E-01 +5.7129E-02 +4.1144E-03 +2.1844E-03 +3.2330E-03 +1.8492E-03
+4.9700E+01 +2.1233E+01 +2.3336E+00 +1.4490E+00 +6.9959E-01 +1.1589E-01 +5.7651E-02 +4.1271E-03 +2.1911E-03 +3.2403E-03 +1.8534E-03
+4.9730E+01 +1.5864E+01 +2.2814E+00 +1.4134E+00 +6.8142E-01 +1.1698E-01 +5.8180E-02 +4.1398E-03 +2.1978E-03 +3.2476E-03 +1.8575E-03
+4.9760E+01 +2.2197E+01 +2.2313E+00 +1.3791E+00 +6.6394E-01 +1.1808E-01 +5.8717E-02 +4.1527E-03 +2.2045E-03 +3.2549E-03 +1.8617E-03
+4.9790E+01 +1.5029E+01 +2.1831E+00 +1.3460E+00 +6.4713E-01 +1.1920E-01 +5.9261E-02 +4.1656E-03 +2.2113E-03 +3.2623E-03 +1.8658E-03
+4.9820E+01 +2.6762E+01 +2.1367E+00 +1.3140E+00 +6.3095E-01 +1.2034E-01 +5.9812E-02 +4.1785E-03 +2.2181E-03 +3.2697E-03 +1.8700E-03
+4.9850E+01 +1.7793E+01 +2.0920E+00 +1.2832E+00 +6.1537E-01 +1.2149E-01 +6.0372E-02 +4.1915E-03 +2.2249E-03 +3.2771E-03 +1.8742E-03
+4.9880E+01 +1.5127E+01 +2.0490E+00 +1.2535E+00 +6.0036E-01 +1.2266E-01 +6.0939E-02 +4.2046E-03 +2.2318E-03 +3.2845E-03 +1.8784E-03
+4.9910E+01 +2.2358E+01 +2.0077E+00 +1.2248E+00 +5.8589E-01 +1.2385E-01 +6.1514E-02 +4.2177E-03 +2.2387E-03 +3.2919E-03 +1.8827E-03
+4.9940E+01 +1.0691E+01 +1.9678E+00 +1.1970E+00 +5.7194E-01 +1.2506E-01 +6.2097E-02 +4.2309E-03 +2.2456E-03 +3.2994E-03 +1.8869E-03
+4.9970E+01 +1.7922E+01 +1.9294E+00 +1.1702E+00 +5.5848E-01 +1.2628E-01 +6.2689E-02 +4.2442E-03 +2.2526E-03 +3.3069E-03 +1.8911E-03
+5.0000E+01 +2.2456E+01 +1.8923E+00 +1.1443E+00 +5.4549E-01 +1.2752E-01 +6.3289E-02 +4.2575E-03 +2.2596E-03 +3.3144E-03 +1.8954E-03
+5.0030E+01 +1.5287E+01 +1.8566E+00 +1.1192E+00 +5.3294E-01 +1.2878E-01 +6.3898E-02 +4.2709E-03 +2.2666E-03 +3.3220E-03 +1.8997E-03
+5.0060E+01 +1.8020E+01 +1.8222E+00 +1.0950E+00 +5.2083E-01 +1.3005E-01 +6.4515E-02 +4.2844E-03 +2.2737E-03 +3.3296E-03 +1.9040E-03
+5.0090E+01 +1.2651E+01 +1.7890E+00 +1.0715E+00 +5.0912E-01 +1.3135E-01 +6.5142E-02 +4.2979E-03 +2.2808E-03 +3.3372E-03 +1.9083E-03
+5.0120E+01 +9.0840E+00 +1.7569E+00 +1.0488E+00 +4.9781E-01 +1.3266E-01 +6.5778E-02 +4.3114E-03 +2.2879E-03 +3.3448E-03 +1.9126E-03
+5.0150E+01 +2.4416E+01 +1.7260E+00 +1.0268E+00 +4.8687E-01 +1.3400E-01 +6.6423E-02 +4.3251E-03 +2.2951E-03 +3.3525E-03 +1.9170E-03
+5.0180E+01 +1.1847E+01 +1.6961E+00 +1.0055E+00 +4.7628E-01 +1.3535E-01 +6.7078E-02 +4.3388E-03 +2.3022E-03 +3.3602E-03 +1.9213E-03
+5.0210E+01 +1.9981E+01 +1.6673E+00 +9.8480E-01 +4.6604E-01 +1.3673E-01 +6.7742E-02 +4.3526E-03 +2.3095E-03 +3.3679E-03 +1.9257E-03
+5.0240E+01 +1.1012E+01 +1.6394E+00 +9.6477E-01 +4.5612E-01 +1.3813E-01 +6.8416E-02 +4.3664E-03 +2.3167E-03 +3.3756E-03 +1.9301E-03
+5.0270E+01 +1.2845E+01 +1.6125E+00 +9.4534E-01 +4.4651E-01 +1.3955E-01 +6.9101E-02 +4.3803E-03 +2.3240E-03 +3.3834E-03 +1.9345E-03
+5.0300E+01 +2.5476E+01 +1.5865E+00 +9.2649E-01 +4.3721E-01 +1.4099E-01 +6.9796E-02 +4.3943E-03 +2.3314E-03 +3.3912E-03 +1.9389E-03
+5.0330E+01 +1.8310E+01 +1.5614E+00 +9.0820E-01 +4.2819E-01 +1.4245E-01 +7.0501E-02 +4.4083E-03 +2.3387E-03 +3.3990E-03 +1.9433E-03
+5.0360E+01 +1.2041E+01 +1.5372E+00 +8.9044E-01 +4.1945E-01 +1.4394E-01 +7.1217E-02 +4.4224E-03 +2.3461E-03 +3.4068E-03 +1.9478E-03
+5.0390E+01 +1.8374E+01 +1.5137E+00 +8.7320E-01 +4.1098E-01 +1.4545E-01 +7.1944E-02 +4.4366E-03 +2.3536E-03 +3.4147E-03 +1.9522E-03
+5.0420E+01 +1.5706E+01 +1.4911E+00 +8.5646E-01 +4.0276E-01 +1.4698E-01 +7.2682E-02 +4.4508E-03 +2.3610E-03 +3.4226E-03 +1.9567E-03
+5.0450E+01 +2.5638E+01 +1.4692E+00 +8.4019E-01 +3.9478E-01 +1.4854E-01 +7.3432E-02 +4.4651E-03 +2.3686E-03 +3.4305E-03 +1.9612E-03
+5.0480E+01 +1.7570E+01 +1.4480E+00 +8.2439E-01 +3.8704E-01 +1.5012E-01 +7.4193E-02 +4.4795E-03 +2.3761E-03 +3.4385E-03 +1.9657E-03
+5.0510E+01 +2.1203E+01 +1.4275E+00 +8.0902E-01 +3.7952E-01 +1.5173E-01 +7.4967E-02 +4.4939E-03 +2.3837E-03 +3.4464E-03 +1.9702E-03
+5.0540E+01 +1.7635E+01 +1.4077E+00 +7.9408E-01 +3.7222E-01 +1.5336E-01 +7.5752E-02 +4.5085E-03 +2.3913E-03 +3.4545E-03 +1.9748E-03
+5.0570E+01 +1.7667E+01 +1.3886E+00 +7.7955E-01 +3.6513E-01 +1.5502E-01 +7.6550E-02 +4.5230E-03 +2.3989E-03 +3.4625E-03 +1.9793E-03
+5.0600E+01 +1.3199E+01 +1.3701E+00 +7.6542E-01 +3.5824E-01 +1.5671E-01 +7.7360E-02 +4.5377E-03 +2.4066E-03 +3.4706E-03 +1.9839E-03
+5.0630E+01 +1.8632E+01 +1.3523E+00 +7.5167E-01 +3.5154E-01 +1.5843E-01 +7.8183E-02 +4.5524E-03 +2.4144E-03 +3.4787E-03 +1.9885E-03
+5.0660E+01 +1.5964E+01 +1.3350E+00 +7.3828E-01 +3.4503E-01 +1.6017E-01 +7.9020E-02 +4.5672E-03 +2.4221E-03 +3.4868E-03 +1.9931E-03
+5.0690E+01 +2.3195E+01 +1.3183E+00 +7.2525E-01 +3.3870E-01 +1.6194E-01 +7.9870E-02 +4.5821E-03 +2.4299E-03 +3.4949E-03 +1.9977E-03
+5.0720E+01 +9.7280E+00 +1.3021E+00 +7.1256E-01 +3.3254E-01 +1.6374E-01 +8.0734E-02 +4.5970E-03 +2.4378E-03 +3.5031E-03 +2.0023E-03
+5.0750E+01 +1.4261E+01 +1.2865E+00 +7.0020E-01 +3.2655E-01 +1.6558E-01 +8.1612E-02 +4.6121E-03 +2.4456E-03 +3.5113E-03 +2.0070E-03
+5.0780E+01 +2.3292E+01 +1.2714E+00 +6.8816E-01 +3.2072E-01 +1.6744E-01 +8.2504E-02 +4.6272E-03 +2.4536E-03 +3.5195E-03 +2.0117E-03
+5.0810E+01 +1.1625E+01 +1.2569E+00 +6.7642E-01 +3.1504E-01 +1.6934E-01 +8.3411E-02 +4.6423E-03 +2.4615E-03 +3.5278E-03 +2.0163E-03
+5.0840E+01 +2.6570E+00 +1.2428E+00 +6.6499E-01 +3.0951E-01 +1.7126E-01 +8.4334E-02 +4.6576E-03 +2.4695E-03 +3.5361E-03 +2.0210E-03
+5.0870E+01 +1.4390E+01 +1.2292E+00 +6.5384E-01 +3.0413E-01 +1.7322E-01 +8.5271E-02 +4.6729E-03 +2.4775E-03 +3.5444E-03 +2.0258E-03
+5.0900E+01 +1.4422E+01 +1.2161E+00 +6.4297E-01 +2.9888E-01 +1.7522E-01 +8.6224E-02 +4.6883E-03 +2.4856E-03 +3.5528E-03 +2.0305E-03
+5.0930E+01 +1.4453E+01 +1.2034E+00 +6.3237E-01 +2.9377E-01 +1.7725E-01 +8.7194E-02 +4.7037E-03 +2.4937E-03 +3.5612E-03 +2.0352E-03
+5.0960E+01 +1.2686E+01 +1.1911E+00 +6.2203E-01 +2.8879E-01 +1.7931E-01 +8.8179E-02 +4.7193E-03 +2.5019E-03 +3.5696E-03 +2.0400E-03
+5.0990E+01 +2.0817E+01 +1.1793E+00 +6.1194E-01 +2.8394E-01 +1.8141E-01 +8.9182E-02 +4.7349E-03 +2.5100E-03 +3.5780E-03 +2.0448E-03
+5.1020E+01 +1.9050E+01 +1.1680E+00 +6.0209E-01 +2.7921E-01 +1.8355E-01 +9.0202E-02 +4.7506E-03 +2.5183E-03 +3.5865E-03 +2.0496E-03
+5.1050E+01 +1.3682E+01 +1.1570E+00 +5.9248E-01 +2.7459E-01 +1.8573E-01 +9.1239E-02 +4.7664E-03 +2.5265E-03 +3.5950E-03 +2.0544E-03
+5.1080E+01 +1.2815E+01 +1.1464E+00 +5.8310E-01 +2.7009E-01 +1.8794E-01 +9.2294E-02 +4.7822E-03 +2.5349E-03 +3.6035E-03 +2.0592E-03
+5.1110E+01 +1.9148E+01 +1.1362E+00 +5.7394E-01 +2.6570E-01 +1.9020E-01 +9.3368E-02 +4.7982E-03 +2.5432E-03 +3.6121E-03 +2.0641E-03
+5.1140E+01 +1.6480E+01 +1.1264E+00 +5.6499E-01 +2.6141E-01 +1.9249E-01 +9.4461E-02 +4.8142E-03 +2.5516E-03 +3.6207E-03 +2.0690E-03
+5.1170E+01 +1.2911E+01 +1.1170E+00 +5.5626E-01 +2.5723E-01 +1.9483E-01 +9.5573E-02 +4.8303E-03 +2.5600E-03 +3.6293E-03 +2.0738E-03
+5.1200E+01 +1.9244E+01 +1.1079E+00 +5.4772E-01 +2.5314E-01 +1.9721E-01 +9.6704E-02 +4.8465E-03 +2.5685E-03 +3.6380E-03 +2.0787E-03
+5.1230E+01 +9.3750E+00 +1.0992E+00 +5.3937E-01 +2.4916E-01 +1.9963E-01 +9.7856E-02 +4.8627E-03 +2.5770E-03 +3.6466E-03 +2.0837E-03
+5.1260E+01 +1.3008E+01 +1.0908E+00 +5.3122E-01 +2.4526E-01 +2.0210E-01 +9.9029E-02 +4.8791E-03 +2.5856E-03 +3.6554E-03 +2.0886E-03
+5.1290E+01 +1.6640E+01 +1.0828E+00 +5.2325E-01 +2.4146E-01 +2.0462E-01 +1.0022E-01 +4.8955E-03 +2.5942E-03 +3.6641E-03 +2.0936E-03
+5.1320E+01 +1.0373E+01 +1.0751E+00 +5.1546E-01 +2.3774E-01 +2.0718E-01 +1.0144E-01 +4.9120E-03 +2.6029E-03 +3.6729E-03 +2.0985E-03
+5.1350E+01 +1.4005E+01 +1.0677E+00 +5.0784E-01 +2.3411E-01 +2.0979E-01 +1.0268E-01 +4.9286E-03 +2.6115E-03 +3.6817E-03 +2.1035E-03
+5.1380E+01 +1.7637E+01 +1.0607E+00 +5.0039E-01 +2.3057E-01 +2.1245E-01 +1.0394E-01 +4.9453E-03 +2.6203E-03 +3.6906E-03 +2.1085E-03
+5.1410E+01 +2.1269E+01 +1.0540E+00 +4.9310E-01 +2.2710E-01 +2.1516E-01 +1.0522E-01 +4.9620E-03 +2.6291E-03 +3.6994E-03 +2.1136E-03
+5.1440E+01 +2.3100E+01 +1.0476E+00 +4.8597E-01 +2.2371E-01 +2.1793E-01 +1.0653E-01 +4.9789E-03 +2.6379E-03 +3.7083E-03 +2.1186E-03
+5.1470E+01 +1.9534E+01 +1.0415E+00 +4.7899E-01 +2.2039E-01 +2.2074E-01 +1.0786E-01 +4.9958E-03 +2.6467E-03 +3.7173E-03 +2.1237E-03
+5.1500E+01 +1.3267E+01 +1.0357E+00 +4.7216E-01 +2.1715E-01 +2.2362E-01 +1.0922E-01 +5.0128E-03 +2.6557E-03 +3.7262E-03 +2.1287E-03
+5.1530E+01 +1.2398E+01 +1.0302E+00 +4.6548E-01 +2.1398E-01 +2.2654E-01 +1.1060E-01 +5.0299E-03 +2.6646E-03 +3.7353E-03 +2.1338E-03
+5.1560E+01 +1.3329E+01 +1.0250E+00 +4.5894E-01 +2.1088E-01 +2.2953E-01 +1.1201E-01 +5.0471E-03 +2.6736E-03 +3.7443E-03 +2.1390E-03
+5.1590E+01 +1.0663E+01 +1.0200E+00 +4.5253E-01 +2.0784E-01 +2.3258E-01 +1.1345E-01 +5.0644E-03 +2.6827E-03 +3.7534E-03 +2.1441E-03
+5.1620E+01 +1.2494E+01 +1.0154E+00 +4.4626E-01 +2.0488E-01 +2.3568E-01 +1.1491E-01 +5.0817E-03 +2.6918E-03 +3.7625E-03 +2.1492E-03
+5.1650E+01 +1.8827E+01 +1.0111E+00 +4.4012E-01 +2.0197E-01 +2.3885E-01 +1.1641E-01 +5.0992E-03 +2.7009E-03 +3.7716E-03 +2.1544E-03
+5.1680E+01 +1.3458E+01 +1.0070E+00 +4.3410E-01 +1.9912E-01 +2.4209E-01 +1.1793E-01 +5.1168E-03 +2.7101E-03 +3.7808E-03 +2.1596E-03
+5.1710E+01 +1.0792E+01 +1.0032E+00 +4.2821E-01 +1.9634E-01 +2.4539E-01 +1.1948E-01 +5.1344E-03 +2.7193E-03 +3.7900E-03 +2.1648E-03
+5.1740E+01 +1.3523E+01 +9.9971E-01 +4.2243E-01 +1.9361E-01 +2.4876E-01 +1.2106E-01 +5.1521E-03 +2.7286E-03 +3.7992E-03 +2.1700E-03
+5.1770E+01 +1.9856E+01 +9.9648E-01 +4.1677E-01 +1.9094E-01 +2.5219E-01 +1.2268E-01 +5.1699E-03 +2.7379E-03 +3.8085E-03 +2.1753E-03
+5.1800E+01 +1.4488E+01 +9.9352E-01 +4.1123E-01 +1.8832E-01 +2.5570E-01 +1.2433E-01 +5.1879E-03 +2.7473E-03 +3.8178E-03 +2.1806E-03
+5.1830E+01 +1.5421E+01 +9.9082E-01 +4.0579E-01 +1.8576E-01 +2.5929E-01 +1.2601E-01 +5.2059E-03 +2.7567E-03 +3.8271E-03 +2.1858E-03
+5.1860E+01 +1.4552E+01 +9.8840E-01 +4.0046E-01 +1.8325E-01 +2.6295E-01 +1.2772E-01 +5.2240E-03 +2.7662E-03 +3.8365E-03 +2.1911E-03
+5.1890E+01 +1.5485E+01 +9.8625E-01 +3.9524E-01 +1.8079E-01 +2.6668E-01 +1.2947E-01 +5.2422E-03 +2.7757E-03 +3.8459E-03 +2.1965E-03
+5.1920E+01 +1.2816E+01 +9.8436E-01 +3.9012E-01 +1.7838E-01 +2.7050E-01 +1.3126E-01 +5.2605E-03 +2.7853E-03 +3.8553E-03 +2.2018E-03
+5.1950E+01 +1.3750E+01 +9.8274E-01 +3.8509E-01 +1.7602E-01 +2.7440E-01 +1.3308E-01 +5.2788E-03 +2.7949E-03 +3.8648E-03 +2.2072E-03
+5.1980E+01 +1.4681E+01 +9.8139E-01 +3.8016E-01 +1.7370E-01 +2.7839E-01 +1.3495E-01 +5.2973E-03 +2.8046E-03 +3.8743E-03 +2.2126E-03
+5.2010E+01 +1.4714E+01 +9.8030E-01 +3.7533E-01 +1.7143E-01 +2.8246E-01 +1.3685E-01 +5.3159E-03 +2.8143E-03 +3.8839E-03 +2.2180E-03
+5.2040E+01 +6.6450E+00 +9.7948E-01 +3.7059E-01 +1.6920E-01 +2.8662E-01 +1.3879E-01 +5.3346E-03 +2.8241E-03 +3.8935E-03 +2.2234E-03
