# Number of peaks = 8
# Fitting results:
# pktyp	 xm	 amp	 width	 area
# L	 47.31	 6020.0 	 0.07428	 697.9
# L	 47.44	 2970.0 	 0.0695	 321.9
# L	 56.13	 3130.0 	 0.0782	 383.5
# L	 56.28	 1670.0 	 0.07735	 202.3
# L	 69.13	 632.0 	 0.09931	 98.08
# L	 69.33	 340.0 	 0.09969	 52.96
# L	 76.37	 972.0 	 0.0974	 144.4
# L	 76.6	 553.0 	 0.09849	 82.74
# 
# 2theta	I	pksum	pk1	pk2	pk3	pk4	pk5	pk6	pk7	pk8
+6.8630E+01 +2.8400E+01 +7.9920E+00 +1.8264E-02 +7.9851E-03 +3.0607E-02 +1.6381E-02 +6.1659E+00 +1.6933E+00 +3.8443E-02 +2.1117E-02
+6.8660E+01 +4.3700E+01 +8.9482E+00 +1.8212E-02 +7.9625E-03 +3.0461E-02 +1.6302E-02 +6.9687E+00 +1.8465E+00 +3.8742E-02 +2.1277E-02
+6.8690E+01 +2.4800E+01 +1.0093E+01 +1.8161E-02 +7.9401E-03 +3.0315E-02 +1.6223E-02 +7.9385E+00 +2.0213E+00 +3.9046E-02 +2.1438E-02
+6.8720E+01 +3.2900E+01 +1.1480E+01 +1.8110E-02 +7.9177E-03 +3.0171E-02 +1.6145E-02 +9.1247E+00 +2.2222E+00 +3.9352E-02 +2.1602E-02
+6.8750E+01 +3.0200E+01 +1.3184E+01 +1.8060E-02 +7.8954E-03 +3.0028E-02 +1.6067E-02 +1.0596E+01 +2.4545E+00 +3.9662E-02 +2.1767E-02
+6.8780E+01 +4.1900E+01 +1.5311E+01 +1.8009E-02 +7.8733E-03 +2.9886E-02 +1.5990E-02 +1.2452E+01 +2.7250E+00 +3.9976E-02 +2.1935E-02
+6.8810E+01 +5.0900E+01 +1.8014E+01 +1.7959E-02 +7.8512E-03 +2.9744E-02 +1.5914E-02 +1.4837E+01 +3.0428E+00 +4.0294E-02 +2.2104E-02
+6.8840E+01 +4.8200E+01 +2.1524E+01 +1.7909E-02 +7.8292E-03 +2.9604E-02 +1.5838E-02 +1.7971E+01 +3.4194E+00 +4.0616E-02 +2.2275E-02
+6.8870E+01 +4.2800E+01 +2.6204E+01 +1.7859E-02 +7.8073E-03 +2.9465E-02 +1.5762E-02 +2.2199E+01 +3.8701E+00 +4.0941E-02 +2.2448E-02
+6.8900E+01 +6.0800E+01 +3.2638E+01 +1.7810E-02 +7.7855E-03 +2.9327E-02 +1.5688E-02 +2.8087E+01 +4.4158E+00 +4.1270E-02 +2.2624E-02
+6.8930E+01 +5.8100E+01 +4.1830E+01 +1.7760E-02 +7.7637E-03 +2.9189E-02 +1.5613E-02 +3.6610E+01 +5.0849E+00 +4.1604E-02 +2.2801E-02
+6.8960E+01 +7.1600E+01 +5.5602E+01 +1.7711E-02 +7.7421E-03 +2.9053E-02 +1.5539E-02 +4.9550E+01 +5.9174E+00 +4.1941E-02 +2.2980E-02
+6.8990E+01 +1.2020E+02 +7.7509E+01 +1.7662E-02 +7.7206E-03 +2.8918E-02 +1.5466E-02 +7.0403E+01 +6.9707E+00 +4.2283E-02 +2.3162E-02
+6.9020E+01 +1.6790E+02 +1.1506E+02 +1.7614E-02 +7.6991E-03 +2.8783E-02 +1.5393E-02 +1.0659E+02 +8.3298E+00 +4.2628E-02 +2.3346E-02
+6.9050E+01 +1.7870E+02 +1.8527E+02 +1.7565E-02 +7.6778E-03 +2.8650E-02 +1.5321E-02 +1.7501E+02 +1.0124E+01 +4.2978E-02 +2.3532E-02
+6.9080E+01 +3.3080E+02 +3.2501E+02 +1.7517E-02 +7.6565E-03 +2.8517E-02 +1.5249E-02 +3.1231E+02 +1.2558E+01 +4.3332E-02 +2.3720E-02
+6.9110E+01 +5.7020E+02 +5.5809E+02 +1.7468E-02 +7.6353E-03 +2.8386E-02 +1.5178E-02 +5.4198E+02 +1.5970E+01 +4.3691E-02 +2.3910E-02
+6.9140E+01 +6.3230E+02 +6.2955E+02 +1.7420E-02 +7.6142E-03 +2.8255E-02 +1.5107E-02 +6.0847E+02 +2.0949E+01 +4.4054E-02 +2.4103E-02
+6.9170E+01 +4.3430E+02 +4.1377E+02 +1.7373E-02 +7.5932E-03 +2.8125E-02 +1.5037E-02 +3.8505E+02 +2.8585E+01 +4.4422E-02 +2.4298E-02
+6.9200E+01 +2.4980E+02 +2.5368E+02 +1.7325E-02 +7.5723E-03 +2.7996E-02 +1.4967E-02 +2.1250E+02 +4.1046E+01 +4.4794E-02 +2.4495E-02
+6.9230E+01 +2.2460E+02 +1.8860E+02 +1.7278E-02 +7.5515E-03 +2.7868E-02 +1.4898E-02 +1.2547E+02 +6.2998E+01 +4.5171E-02 +2.4695E-02
+6.9260E+01 +2.0570E+02 +1.8595E+02 +1.7231E-02 +7.5307E-03 +2.7741E-02 +1.4829E-02 +8.0714E+01 +1.0510E+02 +4.5553E-02 +2.4898E-02
+6.9290E+01 +2.7770E+02 +2.4493E+02 +1.7184E-02 +7.5101E-03 +2.7615E-02 +1.4761E-02 +5.5667E+01 +1.8913E+02 +4.5939E-02 +2.5102E-02
+6.9320E+01 +3.3260E+02 +3.5405E+02 +1.7137E-02 +7.4895E-03 +2.7489E-02 +1.4693E-02 +4.0496E+01 +3.1341E+02 +4.6331E-02 +2.5310E-02
+6.9350E+01 +3.3980E+02 +3.4092E+02 +1.7090E-02 +7.4690E-03 +2.7365E-02 +1.4626E-02 +3.0695E+01 +3.1008E+02 +4.6728E-02 +2.5520E-02
+6.9380E+01 +1.9760E+02 +2.0969E+02 +1.7044E-02 +7.4486E-03 +2.7241E-02 +1.4559E-02 +2.4027E+01 +1.8552E+02 +4.7129E-02 +2.5732E-02
+6.9410E+01 +1.2290E+02 +1.2268E+02 +1.6997E-02 +7.4283E-03 +2.7118E-02 +1.4492E-02 +1.9300E+01 +1.0324E+02 +4.7536E-02 +2.5947E-02
+6.9440E+01 +9.4100E+01 +7.8031E+01 +1.6951E-02 +7.4080E-03 +2.6996E-02 +1.4426E-02 +1.5831E+01 +6.2060E+01 +4.7948E-02 +2.6165E-02
+6.9470E+01 +6.1700E+01 +5.3888E+01 +1.6906E-02 +7.3879E-03 +2.6875E-02 +1.4361E-02 +1.3215E+01 +4.0532E+01 +4.8366E-02 +2.6386E-02
+6.9500E+01 +5.7200E+01 +3.9615E+01 +1.6860E-02 +7.3678E-03 +2.6754E-02 +1.4296E-02 +1.1194E+01 +2.8280E+01 +4.8789E-02 +2.6609E-02
+6.9530E+01 +4.7300E+01 +3.0498E+01 +1.6814E-02 +7.3478E-03 +2.6635E-02 +1.4231E-02 +9.6016E+00 +2.0755E+01 +4.9218E-02 +2.6836E-02
+6.9560E+01 +3.2900E+01 +2.4306E+01 +1.6769E-02 +7.3279E-03 +2.6516E-02 +1.4167E-02 +8.3249E+00 +1.5840E+01 +4.9652E-02 +2.7065E-02
+6.9590E+01 +4.8200E+01 +1.9895E+01 +1.6724E-02 +7.3081E-03 +2.6398E-02 +1.4103E-02 +7.2861E+00 +1.2467E+01 +5.0092E-02 +2.7297E-02
+6.9620E+01 +3.2900E+01 +1.6630E+01 +1.6679E-02 +7.2883E-03 +2.6281E-02 +1.4040E-02 +6.4296E+00 +1.0058E+01 +5.0538E-02 +2.7532E-02
+6.9650E+01 +2.8400E+01 +1.4138E+01 +1.6634E-02 +7.2686E-03 +2.6164E-02 +1.3977E-02 +5.7153E+00 +8.2802E+00 +5.0990E-02 +2.7771E-02
+6.9680E+01 +3.0200E+01 +1.2189E+01 +1.6590E-02 +7.2490E-03 +2.6049E-02 +1.3914E-02 +5.1135E+00 +6.9326E+00 +5.1448E-02 +2.8012E-02
+6.9710E+01 +1.5800E+01 +1.0633E+01 +1.6545E-02 +7.2295E-03 +2.5934E-02 +1.3852E-02 +4.6018E+00 +5.8875E+00 +5.1912E-02 +2.8256E-02
+6.9740E+01 +1.7600E+01 +9.3683E+00 +1.6501E-02 +7.2101E-03 +2.5819E-02 +1.3790E-02 +4.1630E+00 +5.0610E+00 +5.2383E-02 +2.8504E-02
+6.9770E+01 +3.1100E+01 +8.3252E+00 +1.6457E-02 +7.1907E-03 +2.5706E-02 +1.3729E-02 +3.7840E+00 +4.3965E+00 +5.2860E-02 +2.8755E-02
+6.9800E+01 +2.0300E+01 +7.4539E+00 +1.6413E-02 +7.1715E-03 +2.5593E-02 +1.3668E-02 +3.4544E+00 +3.8543E+00 +5.3343E-02 +2.9009E-02
+6.9830E+01 +2.2100E+01 +6.7179E+00 +1.6369E-02 +7.1523E-03 +2.5481E-02 +1.3608E-02 +3.1660E+00 +3.4062E+00 +5.3833E-02 +2.9267E-02
+6.9860E+01 +2.2100E+01 +6.0902E+00 +1.6326E-02 +7.1331E-03 +2.5370E-02 +1.3548E-02 +2.9123E+00 +3.0317E+00 +5.4330E-02 +2.9528E-02
+6.9890E+01 +2.6600E+01 +5.5502E+00 +1.6283E-02 +7.1141E-03 +2.5260E-02 +1.3488E-02 +2.6878E+00 +2.7157E+00 +5.4834E-02 +2.9793E-02
+6.9920E+01 +1.9400E+01 +5.0820E+00 +1.6239E-02 +7.0951E-03 +2.5150E-02 +1.3429E-02 +2.4882E+00 +2.4464E+00 +5.5345E-02 +3.0061E-02
+6.9950E+01 +2.0300E+01 +4.6733E+00 +1.6196E-02 +7.0762E-03 +2.5041E-02 +1.3370E-02 +2.3101E+00 +2.2153E+00 +5.5863E-02 +3.0333E-02
+6.9980E+01 +2.1200E+01 +4.3142E+00 +1.6154E-02 +7.0574E-03 +2.4933E-02 +1.3311E-02 +2.1504E+00 +2.0153E+00 +5.6389E-02 +3.0609E-02
+7.0010E+01 +2.5700E+01 +3.9970E+00 +1.6111E-02 +7.0386E-03 +2.4825E-02 +1.3253E-02 +2.0067E+00 +1.8412E+00 +5.6922E-02 +3.0888E-02
+7.0040E+01 +1.3100E+01 +3.7153E+00 +1.6068E-02 +7.0200E-03 +2.4718E-02 +1.3196E-02 +1.8769E+00 +1.6887E+00 +5.7462E-02 +3.1171E-02
+7.0070E+01 +2.3900E+01 +3.4640E+00 +1.6026E-02 +7.0014E-03 +2.4612E-02 +1.3138E-02 +1.7593E+00 +1.5544E+00 +5.8010E-02 +3.1458E-02
+7.0100E+01 +1.6700E+01 +3.2388E+00 +1.5984E-02 +6.9829E-03 +2.4506E-02 +1.3081E-02 +1.6525E+00 +1.4355E+00 +5.8566E-02 +3.1749E-02
+7.0130E+01 +2.1200E+01 +3.0362E+00 +1.5942E-02 +6.9644E-03 +2.4401E-02 +1.3025E-02 +1.5550E+00 +1.3296E+00 +5.9130E-02 +3.2045E-02
+7.0160E+01 +2.4800E+01 +2.8532E+00 +1.5900E-02 +6.9460E-03 +2.4297E-02 +1.2968E-02 +1.4659E+00 +1.2351E+00 +5.9703E-02 +3.2344E-02
+7.0190E+01 +1.5800E+01 +2.6874E+00 +1.5858E-02 +6.9277E-03 +2.4194E-02 +1.2912E-02 +1.3843E+00 +1.1503E+00 +6.0283E-02 +3.2647E-02
+7.0220E+01 +2.1200E+01 +2.5367E+00 +1.5817E-02 +6.9095E-03 +2.4091E-02 +1.2857E-02 +1.3093E+00 +1.0739E+00 +6.0872E-02 +3.2955E-02
+7.0250E+01 +2.5700E+01 +2.3993E+00 +1.5776E-02 +6.8913E-03 +2.3989E-02 +1.2802E-02 +1.2402E+00 +1.0049E+00 +6.1470E-02 +3.3267E-02
+7.0280E+01 +2.1200E+01 +2.2736E+00 +1.5734E-02 +6.8732E-03 +2.3887E-02 +1.2747E-02 +1.1765E+00 +9.4229E-01 +6.2077E-02 +3.3584E-02
+7.0310E+01 +2.4800E+01 +2.1585E+00 +1.5693E-02 +6.8552E-03 +2.3786E-02 +1.2692E-02 +1.1175E+00 +8.8537E-01 +6.2693E-02 +3.3905E-02
+7.0340E+01 +1.6700E+01 +2.0527E+00 +1.5653E-02 +6.8373E-03 +2.3686E-02 +1.2638E-02 +1.0628E+00 +8.3346E-01 +6.3318E-02 +3.4231E-02
+7.0370E+01 +2.0300E+01 +1.9552E+00 +1.5612E-02 +6.8194E-03 +2.3586E-02 +1.2585E-02 +1.0121E+00 +7.8597E-01 +6.3952E-02 +3.4561E-02
+7.0400E+01 +1.6700E+01 +1.8652E+00 +1.5571E-02 +6.8016E-03 +2.3487E-02 +1.2531E-02 +9.6492E-01 +7.4243E-01 +6.4596E-02 +3.4897E-02
+7.0430E+01 +7.7000E+00 +1.7820E+00 +1.5531E-02 +6.7839E-03 +2.3389E-02 +1.2478E-02 +9.2095E-01 +7.0241E-01 +6.5249E-02 +3.5237E-02
+7.0460E+01 +1.7600E+01 +1.7049E+00 +1.5491E-02 +6.7662E-03 +2.3291E-02 +1.2425E-02 +8.7993E-01 +6.6553E-01 +6.5913E-02 +3.5582E-02
+7.0490E+01 +1.5800E+01 +1.6333E+00 +1.5451E-02 +6.7486E-03 +2.3194E-02 +1.2373E-02 +8.4158E-01 +6.3149E-01 +6.6587E-02 +3.5932E-02
+7.0520E+01 +1.5800E+01 +1.5668E+00 +1.5411E-02 +6.7311E-03 +2.3097E-02 +1.2321E-02 +8.0568E-01 +5.9999E-01 +6.7271E-02 +3.6288E-02
+7.0550E+01 +2.2100E+01 +1.5048E+00 +1.5371E-02 +6.7136E-03 +2.3001E-02 +1.2269E-02 +7.7204E-01 +5.7078E-01 +6.7966E-02 +3.6649E-02
+7.0580E+01 +2.5700E+01 +1.4469E+00 +1.5331E-02 +6.6962E-03 +2.2906E-02 +1.2218E-02 +7.4045E-01 +5.4366E-01 +6.8671E-02 +3.7015E-02
+7.0610E+01 +2.5700E+01 +1.3929E+00 +1.5292E-02 +6.6789E-03 +2.2811E-02 +1.2167E-02 +7.1077E-01 +5.1843E-01 +6.9388E-02 +3.7387E-02
+7.0640E+01 +2.0300E+01 +1.3424E+00 +1.5253E-02 +6.6616E-03 +2.2717E-02 +1.2116E-02 +6.8283E-01 +4.9491E-01 +7.0116E-02 +3.7764E-02
+7.0670E+01 +1.6700E+01 +1.2950E+00 +1.5214E-02 +6.6444E-03 +2.2623E-02 +1.2065E-02 +6.5651E-01 +4.7295E-01 +7.0855E-02 +3.8147E-02
+7.0700E+01 +1.3100E+01 +1.2506E+00 +1.5175E-02 +6.6273E-03 +2.2530E-02 +1.2015E-02 +6.3168E-01 +4.5243E-01 +7.1606E-02 +3.8536E-02
+7.0730E+01 +1.9400E+01 +1.2089E+00 +1.5136E-02 +6.6103E-03 +2.2438E-02 +1.1965E-02 +6.0823E-01 +4.3321E-01 +7.2370E-02 +3.8931E-02
+7.0760E+01 +1.5800E+01 +1.1697E+00 +1.5097E-02 +6.5933E-03 +2.2346E-02 +1.1916E-02 +5.8607E-01 +4.1519E-01 +7.3145E-02 +3.9332E-02
+7.0790E+01 +1.7600E+01 +1.1328E+00 +1.5058E-02 +6.5763E-03 +2.2254E-02 +1.1866E-02 +5.6509E-01 +3.9827E-01 +7.3933E-02 +3.9739E-02
+7.0820E+01 +2.3900E+01 +1.0980E+00 +1.5020E-02 +6.5595E-03 +2.2164E-02 +1.1818E-02 +5.4522E-01 +3.8236E-01 +7.4734E-02 +4.0153E-02
+7.0850E+01 +1.7600E+01 +1.0653E+00 +1.4982E-02 +6.5427E-03 +2.2073E-02 +1.1769E-02 +5.2638E-01 +3.6739E-01 +7.5548E-02 +4.0573E-02
+7.0880E+01 +1.7600E+01 +1.0343E+00 +1.4944E-02 +6.5259E-03 +2.1984E-02 +1.1721E-02 +5.0850E-01 +3.5328E-01 +7.6375E-02 +4.1000E-02
+7.0910E+01 +1.5800E+01 +1.0051E+00 +1.4906E-02 +6.5093E-03 +2.1895E-02 +1.1673E-02 +4.9152E-01 +3.3997E-01 +7.7216E-02 +4.1434E-02
+7.0940E+01 +1.4900E+01 +9.7750E-01 +1.4868E-02 +6.4927E-03 +2.1806E-02 +1.1625E-02 +4.7537E-01 +3.2739E-01 +7.8071E-02 +4.1874E-02
+7.0970E+01 +1.4900E+01 +9.5137E-01 +1.4830E-02 +6.4761E-03 +2.1718E-02 +1.1577E-02 +4.6000E-01 +3.1550E-01 +7.8940E-02 +4.2322E-02
+7.1000E+01 +2.0300E+01 +9.2663E-01 +1.4793E-02 +6.4596E-03 +2.1630E-02 +1.1530E-02 +4.4537E-01 +3.0425E-01 +7.9824E-02 +4.2776E-02
+7.1030E+01 +1.4900E+01 +9.0320E-01 +1.4755E-02 +6.4432E-03 +2.1543E-02 +1.1483E-02 +4.3142E-01 +2.9359E-01 +8.0722E-02 +4.3238E-02
+7.1060E+01 +2.0300E+01 +8.8098E-01 +1.4718E-02 +6.4269E-03 +2.1457E-02 +1.1437E-02 +4.1812E-01 +2.8347E-01 +8.1636E-02 +4.3708E-02
+7.1090E+01 +2.5700E+01 +8.5991E-01 +1.4681E-02 +6.4106E-03 +2.1371E-02 +1.1391E-02 +4.0543E-01 +2.7388E-01 +8.2566E-02 +4.4185E-02
+7.1120E+01 +2.0300E+01 +8.3991E-01 +1.4644E-02 +6.3943E-03 +2.1286E-02 +1.1345E-02 +3.9330E-01 +2.6476E-01 +8.3511E-02 +4.4670E-02
+7.1150E+01 +1.3100E+01 +8.2092E-01 +1.4607E-02 +6.3782E-03 +2.1201E-02 +1.1299E-02 +3.8171E-01 +2.5609E-01 +8.4473E-02 +4.5164E-02
+7.1180E+01 +1.4900E+01 +8.0288E-01 +1.4571E-02 +6.3621E-03 +2.1116E-02 +1.1253E-02 +3.7063E-01 +2.4783E-01 +8.5452E-02 +4.5665E-02
+7.1210E+01 +1.7600E+01 +7.8574E-01 +1.4534E-02 +6.3460E-03 +2.1032E-02 +1.1208E-02 +3.6002E-01 +2.3997E-01 +8.6447E-02 +4.6175E-02
+7.1240E+01 +1.9400E+01 +7.6943E-01 +1.4498E-02 +6.3300E-03 +2.0949E-02 +1.1163E-02 +3.4986E-01 +2.3248E-01 +8.7460E-02 +4.6693E-02
+7.1270E+01 +1.9400E+01 +7.5393E-01 +1.4461E-02 +6.3141E-03 +2.0866E-02 +1.1119E-02 +3.4012E-01 +2.2534E-01 +8.8492E-02 +4.7220E-02
+7.1300E+01 +1.9400E+01 +7.3918E-01 +1.4425E-02 +6.2982E-03 +2.0784E-02 +1.1074E-02 +3.3079E-01 +2.1851E-01 +8.9541E-02 +4.7757E-02
+7.1330E+01 +1.7600E+01 +7.2514E-01 +1.4389E-02 +6.2824E-03 +2.0702E-02 +1.1030E-02 +3.2183E-01 +2.1200E-01 +9.0609E-02 +4.8302E-02
+7.1360E+01 +1.4900E+01 +7.1178E-01 +1.4353E-02 +6.2667E-03 +2.0620E-02 +1.0986E-02 +3.1323E-01 +2.0577E-01 +9.1697E-02 +4.8857E-02
+7.1390E+01 +1.5800E+01 +6.9906E-01 +1.4318E-02 +6.2510E-03 +2.0539E-02 +1.0943E-02 +3.0498E-01 +1.9981E-01 +9.2804E-02 +4.9421E-02
+7.1420E+01 +1.0400E+01 +6.8695E-01 +1.4282E-02 +6.2354E-03 +2.0459E-02 +1.0899E-02 +2.9704E-01 +1.9411E-01 +9.3931E-02 +4.9995E-02
+7.1450E+01 +1.5800E+01 +6.7541E-01 +1.4246E-02 +6.2198E-03 +2.0379E-02 +1.0856E-02 +2.8941E-01 +1.8864E-01 +9.5079E-02 +5.0579E-02
+7.1480E+01 +2.5700E+01 +6.6443E-01 +1.4211E-02 +6.2043E-03 +2.0299E-02 +1.0813E-02 +2.8207E-01 +1.8341E-01 +9.6248E-02 +5.1174E-02
+7.1510E+01 +1.0400E+01 +6.5397E-01 +1.4176E-02 +6.1888E-03 +2.0220E-02 +1.0771E-02 +2.7501E-01 +1.7839E-01 +9.7439E-02 +5.1779E-02
+7.1540E+01 +1.4900E+01 +6.4400E-01 +1.4141E-02 +6.1735E-03 +2.0141E-02 +1.0729E-02 +2.6821E-01 +1.7357E-01 +9.8652E-02 +5.2395E-02
+7.1570E+01 +1.5800E+01 +6.3452E-01 +1.4106E-02 +6.1581E-03 +2.0063E-02 +1.0687E-02 +2.6165E-01 +1.6894E-01 +9.9888E-02 +5.3022E-02
+7.1600E+01 +1.4900E+01 +6.2549E-01 +1.4071E-02 +6.1428E-03 +1.9985E-02 +1.0645E-02 +2.5534E-01 +1.6450E-01 +1.0115E-01 +5.3660E-02
+7.1630E+01 +1.4900E+01 +6.1689E-01 +1.4036E-02 +6.1276E-03 +1.9908E-02 +1.0603E-02 +2.4925E-01 +1.6023E-01 +1.0243E-01 +5.4310E-02
+7.1660E+01 +1.5800E+01 +6.0872E-01 +1.4002E-02 +6.1124E-03 +1.9831E-02 +1.0562E-02 +2.4337E-01 +1.5612E-01 +1.0374E-01 +5.4972E-02
+7.1690E+01 +6.8000E+00 +6.0094E-01 +1.3967E-02 +6.0973E-03 +1.9755E-02 +1.0521E-02 +2.3770E-01 +1.5218E-01 +1.0507E-01 +5.5646E-02
+7.1720E+01 +1.5800E+01 +5.9354E-01 +1.3933E-02 +6.0823E-03 +1.9679E-02 +1.0480E-02 +2.3223E-01 +1.4837E-01 +1.0643E-01 +5.6332E-02
+7.1750E+01 +1.4900E+01 +5.8651E-01 +1.3899E-02 +6.0673E-03 +1.9604E-02 +1.0439E-02 +2.2694E-01 +1.4471E-01 +1.0781E-01 +5.7031E-02
+7.1780E+01 +1.2200E+01 +5.7984E-01 +1.3865E-02 +6.0523E-03 +1.9529E-02 +1.0399E-02 +2.2184E-01 +1.4118E-01 +1.0923E-01 +5.7743E-02
+7.1810E+01 +1.5800E+01 +5.7350E-01 +1.3831E-02 +6.0374E-03 +1.9454E-02 +1.0359E-02 +2.1690E-01 +1.3779E-01 +1.1067E-01 +5.8469E-02
+7.1840E+01 +2.0300E+01 +5.6750E-01 +1.3797E-02 +6.0226E-03 +1.9380E-02 +1.0319E-02 +2.1212E-01 +1.3451E-01 +1.1214E-01 +5.9208E-02
+7.1870E+01 +1.4900E+01 +5.6180E-01 +1.3763E-02 +6.0078E-03 +1.9306E-02 +1.0279E-02 +2.0751E-01 +1.3134E-01 +1.1364E-01 +5.9962E-02
+7.1900E+01 +2.5700E+01 +5.5642E-01 +1.3730E-02 +5.9931E-03 +1.9233E-02 +1.0240E-02 +2.0304E-01 +1.2829E-01 +1.1516E-01 +6.0730E-02
+7.1930E+01 +1.6700E+01 +5.5133E-01 +1.3696E-02 +5.9784E-03 +1.9160E-02 +1.0200E-02 +1.9871E-01 +1.2534E-01 +1.1672E-01 +6.1513E-02
+7.1960E+01 +1.4900E+01 +5.4652E-01 +1.3663E-02 +5.9638E-03 +1.9087E-02 +1.0161E-02 +1.9452E-01 +1.2250E-01 +1.1832E-01 +6.2311E-02
+7.1990E+01 +8.6000E+00 +5.4199E-01 +1.3630E-02 +5.9492E-03 +1.9015E-02 +1.0123E-02 +1.9046E-01 +1.1975E-01 +1.1994E-01 +6.3125E-02
+7.2020E+01 +1.1300E+01 +5.3773E-01 +1.3597E-02 +5.9347E-03 +1.8943E-02 +1.0084E-02 +1.8653E-01 +1.1709E-01 +1.2160E-01 +6.3955E-02
+7.2050E+01 +7.7000E+00 +5.3373E-01 +1.3564E-02 +5.9203E-03 +1.8872E-02 +1.0046E-02 +1.8272E-01 +1.1451E-01 +1.2329E-01 +6.4801E-02
+7.2080E+01 +1.6700E+01 +5.2998E-01 +1.3531E-02 +5.9059E-03 +1.8801E-02 +1.0008E-02 +1.7902E-01 +1.1203E-01 +1.2502E-01 +6.5664E-02
+7.2110E+01 +1.5800E+01 +5.2647E-01 +1.3498E-02 +5.8915E-03 +1.8730E-02 +9.9698E-03 +1.7543E-01 +1.0962E-01 +1.2679E-01 +6.6545E-02
+7.2140E+01 +2.0300E+01 +5.2321E-01 +1.3466E-02 +5.8772E-03 +1.8660E-02 +9.9321E-03 +1.7196E-01 +1.0729E-01 +1.2859E-01 +6.7443E-02
+7.2170E+01 +1.1300E+01 +5.2018E-01 +1.3433E-02 +5.8630E-03 +1.8591E-02 +9.8946E-03 +1.6858E-01 +1.0503E-01 +1.3043E-01 +6.8360E-02
+7.2200E+01 +1.9400E+01 +5.1738E-01 +1.3401E-02 +5.8488E-03 +1.8521E-02 +9.8574E-03 +1.6530E-01 +1.0284E-01 +1.3231E-01 +6.9295E-02
+7.2230E+01 +1.5800E+01 +5.1480E-01 +1.3369E-02 +5.8346E-03 +1.8452E-02 +9.8203E-03 +1.6212E-01 +1.0072E-01 +1.3423E-01 +7.0250E-02
+7.2260E+01 +1.6700E+01 +5.1244E-01 +1.3337E-02 +5.8205E-03 +1.8384E-02 +9.7835E-03 +1.5903E-01 +9.8668E-02 +1.3620E-01 +7.1225E-02
+7.2290E+01 +1.5800E+01 +5.1030E-01 +1.3305E-02 +5.8065E-03 +1.8316E-02 +9.7468E-03 +1.5602E-01 +9.6676E-02 +1.3821E-01 +7.2220E-02
+7.2320E+01 +2.4800E+01 +5.0836E-01 +1.3273E-02 +5.7925E-03 +1.8248E-02 +9.7104E-03 +1.5310E-01 +9.4743E-02 +1.4026E-01 +7.3236E-02
+7.2350E+01 +1.3100E+01 +5.0664E-01 +1.3241E-02 +5.7786E-03 +1.8180E-02 +9.6742E-03 +1.5026E-01 +9.2868E-02 +1.4236E-01 +7.4273E-02
+7.2380E+01 +1.3100E+01 +5.0511E-01 +1.3209E-02 +5.7647E-03 +1.8113E-02 +9.6382E-03 +1.4750E-01 +9.1048E-02 +1.4450E-01 +7.5333E-02
+7.2410E+01 +1.5800E+01 +5.0379E-01 +1.3178E-02 +5.7508E-03 +1.8047E-02 +9.6023E-03 +1.4482E-01 +8.9281E-02 +1.4670E-01 +7.6416E-02
+7.2440E+01 +1.6700E+01 +5.0267E-01 +1.3146E-02 +5.7370E-03 +1.7980E-02 +9.5667E-03 +1.4220E-01 +8.7564E-02 +1.4895E-01 +7.7522E-02
+7.2470E+01 +1.1300E+01 +5.0174E-01 +1.3115E-02 +5.7233E-03 +1.7914E-02 +9.5313E-03 +1.3966E-01 +8.5897E-02 +1.5124E-01 +7.8653E-02
+7.2500E+01 +1.6700E+01 +5.0100E-01 +1.3084E-02 +5.7096E-03 +1.7849E-02 +9.4961E-03 +1.3719E-01 +8.4277E-02 +1.5359E-01 +7.9808E-02
+7.2530E+01 +1.6700E+01 +5.0046E-01 +1.3053E-02 +5.6960E-03 +1.7784E-02 +9.4610E-03 +1.3478E-01 +8.2703E-02 +1.5600E-01 +8.0989E-02
+7.2560E+01 +2.3900E+01 +5.0011E-01 +1.3022E-02 +5.6824E-03 +1.7719E-02 +9.4262E-03 +1.3243E-01 +8.1172E-02 +1.5846E-01 +8.2197E-02
+7.2590E+01 +1.7600E+01 +4.9995E-01 +1.2991E-02 +5.6688E-03 +1.7654E-02 +9.3915E-03 +1.3014E-01 +7.9683E-02 +1.6099E-01 +8.3432E-02
+7.2620E+01 +1.7600E+01 +4.9997E-01 +1.2960E-02 +5.6553E-03 +1.7590E-02 +9.3571E-03 +1.2791E-01 +7.8235E-02 +1.6357E-01 +8.4694E-02
+7.2650E+01 +1.4900E+01 +5.0019E-01 +1.2929E-02 +5.6419E-03 +1.7526E-02 +9.3228E-03 +1.2574E-01 +7.6826E-02 +1.6621E-01 +8.5986E-02
+7.2680E+01 +1.4900E+01 +5.0059E-01 +1.2899E-02 +5.6285E-03 +1.7463E-02 +9.2887E-03 +1.2363E-01 +7.5454E-02 +1.6892E-01 +8.7307E-02
+7.2710E+01 +1.2200E+01 +5.0118E-01 +1.2868E-02 +5.6151E-03 +1.7400E-02 +9.2548E-03 +1.2156E-01 +7.4119E-02 +1.7170E-01 +8.8659E-02
+7.2740E+01 +1.3100E+01 +5.0196E-01 +1.2838E-02 +5.6018E-03 +1.7337E-02 +9.2211E-03 +1.1955E-01 +7.2819E-02 +1.7455E-01 +9.0043E-02
